gene_id	rna_Ctrl_t0_r1	rna_Ctrl_t0_r2	rna_Ctrl_t0_r3	rna_Ctrl_t6_r1	rna_Ctrl_t6_r2	rna_Ctrl_t6_r3	rna_Ctrl_t24_r1	rna_Ctrl_t24_r2	rna_Ctrl_t24_r3	rna_Ctrl_t48_r1	rna_Ctrl_t48_r2	rna_Ctrl_t48_r3	rna_Trt_t0_r1	rna_Trt_t0_r2	rna_Trt_t0_r3	rna_Trt_t6_r1	rna_Trt_t6_r2	rna_Trt_t6_r3	rna_Trt_t24_r1	rna_Trt_t24_r2	rna_Trt_t24_r3	rna_Trt_t48_r1	rna_Trt_t48_r2	rna_Trt_t48_r3
ENSG00000493	296	503	562	803	819	679	661	481	411	694	767	722	665	321	592	2098	1458	2094	2049	1633	2403	1518	1454	1231
ENSG00000494	1086	1958	1865	2056	1539	2243	2138	1401	1327	2292	2584	2029	2159	1106	1945	2143	1749	2841	1683	1432	2349	1509	1674	1652
ENSG00000495	2284	3460	2557	5222	2981	3529	4678	2009	2603	4339	3364	3895	3830	1624	3787	3123	3052	4533	3473	2356	4045	3131	2582	2642
ENSG00000496	1637	2977	2341	2195	3315	2508	3025	2538	2172	2850	2862	3045	3209	1786	3038	4663	2462	4364	3307	2092	2721	1945	2494	1650
ENSG00000497	1436	2006	1625	2025	2172	1822	1913	1029	1135	3100	2760	2388	1884	1125	2231	2556	2984	2089	1579	1425	1940	1787	1722	1548
ENSG00000498	87	152	126	181	130	168	177	133	104	171	195	212	157	77	206	99	192	201	203	128	200	187	187	121
ENSG00000499	627	851	1020	1131	1033	1256	1013	715	623	1063	1030	1066	1035	448	801	6448	4479	5462	2704	3351	4110	1870	1707	1983
ENSG00000500	2143	3439	4172	5195	3596	4813	5080	3438	2786	4491	3581	5907	4320	2398	4365	2020	1513	3295	875	898	1193	1010	1037	1088
ENSG00000501	6854	8384	8479	10923	9432	9938	10895	7156	6520	13389	14938	12735	13650	4986	9366	12220	9475	19760	9547	9127	10532	9071	8784	7027
ENSG00000502	1958	3686	2855	1632	1236	1043	1928	1287	979	2395	2453	1839	3270	2085	2998	1343	1459	1768	1282	999	1806	1823	1335	1184
ENSG00000503	37	99	72	147	112	95	82	58	31	75	99	98	157	37	125	21	33	44	25	20	20	25	29	8
ENSG00000504	1645	2292	2120	3520	3151	2340	2871	1814	1654	2261	3923	3204	2409	1162	3450	2313	2473	4689	2200	1740	2312	2465	2069	2125
ENSG00000505	2857	3998	2617	5255	4389	3869	3518	2905	2704	4458	4664	4991	3359	2066	3194	10892	9904	15509	11757	11316	17378	10904	8055	9519
ENSG00000506	487	582	413	672	1075	528	554	498	405	768	689	826	923	352	614	717	587	952	679	471	573	480	514	507
ENSG00000507	832	1234	1041	2850	2318	2969	2513	2566	2156	2907	3719	3538	1376	635	1558	3434	1994	3969	3058	2439	2793	2587	2823	1669
ENSG00000508	85	154	284	211	278	178	321	103	119	258	309	242	200	147	178	98	83	125	32	32	54	31	30	29
ENSG00000509	374	762	599	819	797	641	676	449	456	850	1047	715	908	328	723	704	539	805	512	387	674	523	655	578
ENSG00000510	2375	3864	3354	3858	3904	4730	4660	2670	2945	3672	4375	4423	4282	2522	3917	5042	2899	5765	3774	3387	2800	2572	3847	3244
ENSG00000511	935	1481	1116	1580	1533	1805	1839	1097	1255	1312	2045	1502	1492	980	1476	1964	2091	2083	1744	1286	1200	1565	1700	981
ENSG00000512	57	134	78	105	57	74	75	30	66	79	63	47	166	44	80	63	74	91	70	46	78	83	27	57
ENSG00000513	612	817	833	1206	1212	1011	1164	681	684	1286	1175	969	1161	433	1220	1188	1006	1538	1095	747	1016	784	976	623
ENSG00000514	5511	6874	6291	11775	8924	7644	9834	4458	5898	6593	9969	9955	7057	4370	8277	11207	9296	10266	10575	6657	8028	6319	5676	5503
ENSG00000515	3346	4406	4482	6443	3472	5973	5170	4473	3753	6091	6193	5228	6665	3275	4258	11873	11864	15342	19263	15041	20941	18546	14656	18184
ENSG00000516	1726	2390	2643	3691	3705	3258	3383	2409	2442	3164	4046	3477	3410	1761	2804	4221	2874	4591	2753	2339	3571	2691	2506	2386
ENSG00000517	358	460	586	493	484	298	586	351	274	578	559	509	544	428	493	527	348	475	449	322	603	419	399	319
ENSG00000518	129	229	189	358	299	137	274	175	147	187	213	218	225	156	183	216	210	324	257	173	165	171	162	228
ENSG00000519	1457	1728	1701	2853	2625	1780	2661	1521	1411	2183	1980	2365	2547	1101	2529	2605	2181	2557	2048	1355	1936	1696	1855	1506
ENSG00000520	3630	7044	4900	8565	7985	6657	6466	4275	4931	7371	9176	9278	8885	3664	7290	7244	6138	7453	7203	4096	7925	5464	5898	6085
ENSG00000521	21406	30385	31463	43427	47204	37967	42388	31512	23343	40917	60280	49622	32137	29913	40614	174364	140767	271999	258140	222467	361036	177574	158834	140990
ENSG00000522	393	620	546	1293	1177	963	886	731	682	1090	1096	819	730	498	624	905	972	1111	1253	878	801	1006	931	698
ENSG00000523	5251	9121	7748	13486	11320	10529	11615	7001	8501	11515	13537	12536	10549	4583	6842	15536	10760	13734	11251	10138	14858	10887	8345	7102
ENSG00000524	179	374	292	549	447	336	595	288	258	371	443	383	452	166	363	83	63	102	46	34	46	104	80	63
ENSG00000525	896	1326	1206	2591	1462	1410	1333	1173	943	1088	2046	1658	2207	836	1206	1545	1804	1993	1671	1491	2012	1291	1367	937
ENSG00000526	281	592	559	910	678	588	509	459	457	624	839	632	827	397	483	1293	1006	1764	1852	1429	2650	1508	2260	1467
ENSG00000527	285	713	743	915	774	730	695	484	505	655	838	1026	588	340	539	3186	3878	3517	2999	3339	3437	2942	2994	2485
ENSG00000528	3196	4218	4970	6979	5642	5301	4405	2933	3337	3915	5708	5550	4476	2082	4768	4807	4680	6608	4233	4410	5251	3956	3545	3332
ENSG00000529	5412	7774	6198	11478	9575	7370	8849	6799	5286	8377	10668	9333	9451	5875	9180	9105	8459	12188	5812	5943	8143	6710	6144	7334
ENSG00000530	896	1439	1618	1879	1513	1564	1681	1215	1031	1470	1985	1771	1997	806	1605	4482	4557	5704	2795	2756	3958	2180	2014	1802
ENSG00000531	2088	2374	2434	2849	2092	1986	1834	1140	1146	2065	2212	2019	3223	1464	2984	1934	1859	2684	1712	1222	1760	1774	1298	1559
ENSG00000532	363	413	470	618	618	562	587	401	340	543	711	779	691	297	636	719	675	912	589	491	636	474	377	375
ENSG00000533	9907	13483	14058	20553	16223	14111	17272	11326	12325	18195	22510	17437	16485	8946	16976	21820	17434	30241	21258	13339	19896	20910	16304	12831
ENSG00000534	1160	1780	1573	2721	2442	1736	1887	1520	1586	2778	2804	2428	2725	1160	2049	4057	4143	6381	7298	7272	9122	8195	7374	6715
ENSG00000535	470	587	625	1582	940	918	1015	825	516	737	1181	738	1018	527	1007	1226	927	1128	1268	618	1020	660	1070	582
ENSG00000536	155	436	282	481	412	208	380	253	243	409	318	350	393	227	348	278	253	482	338	195	460	274	328	273
ENSG00000537	155	336	255	302	493	249	570	182	203	357	479	325	370	191	408	423	310	431	260	321	312	268	299	198
ENSG00000538	2617	4402	4212	7469	5113	5195	5302	4501	3066	4283	7324	6943	6478	2635	4599	6262	4212	6168	4294	4760	5188	4625	3909	3946
ENSG00000539	4494	5997	6876	6154	7740	6163	5222	2332	3628	5502	3972	4594	6204	3531	5383	7219	5047	7977	5673	3450	4207	3903	4545	3980
ENSG00000540	198	318	380	350	474	389	397	246	216	499	374	404	405	211	441	414	354	684	262	323	310	235	312	317
ENSG00000541	1240	1849	1929	2757	2004	2142	1770	1775	1640	2544	2367	2154	3181	1464	2079	1955	2574	3125	2096	2180	1833	2487	1606	1737
ENSG00000542	2047	3072	2864	8480	6518	8264	9943	6835	7411	8094	13855	11189	3965	1390	2935	6377	8814	8040	7579	8133	10435	7900	10116	8737
ENSG00000543	7775	17167	10416	18697	15628	15388	12061	9647	10095	16855	16450	19388	18128	8012	16796	16192	11585	20269	8553	10466	11705	12938	12738	10245
ENSG00000544	86	116	99	135	214	81	120	111	96	138	146	241	176	80	177	133	158	138	102	87	143	98	121	106
ENSG00000545	23	11	41	28	87	29	37	27	15	89	27	75	15	18	36	16	2	9	11	8	2	29	4	15
ENSG00000546	113	124	168	191	191	159	161	114	125	178	257	248	173	100	153	197	163	188	158	91	166	174	115	160
ENSG00000547	618	1188	914	1444	1585	1760	1073	719	1001	1355	1435	1360	1555	579	1336	1536	1501	2161	1296	846	1375	1468	1589	1129
ENSG00000548	2299	6026	2944	6305	6463	4359	6197	4561	2949	6154	6861	4374	5329	3167	4978	5221	5604	6509	5714	4013	4908	6790	4177	3370
ENSG00000549	265	536	535	696	786	415	688	262	195	438	715	467	542	257	437	586	479	783	559	313	682	401	549	499
ENSG00000550	512	734	627	851	525	865	654	459	686	910	953	839	1014	460	1166	343	243	506	146	136	131	182	146	149
ENSG00000551	400	388	372	466	366	301	313	163	238	234	280	406	473	250	388	368	307	439	262	145	353	239	225	241
ENSG00000552	21152	29567	45427	55629	38975	38280	28361	23576	21172	42693	55816	41319	43367	23347	39012	50446	35987	59092	34908	28402	32026	40885	33497	24682
ENSG00000553	362	617	724	896	683	559	833	569	456	806	923	880	863	484	720	668	659	1123	679	601	1064	776	434	346
ENSG00000554	525	818	522	1109	1009	1071	1130	784	637	866	955	1247	960	312	826	324	299	431	321	227	406	494	438	376
ENSG00000555	7506	12008	12335	22816	17991	12546	17264	11694	7737	13855	16155	16201	14346	8652	13283	23426	22606	34254	37949	34916	36954	40089	43038	38985
ENSG00000556	118	223	162	234	105	200	205	78	75	156	195	105	152	72	152	21	28	52	19	22	28	44	53	43
ENSG00000557	13	14	22	13	13	31	15	6	5	13	37	11	14	3	19	5	4	3	1	1	2	3	4	6
ENSG00000558	3971	6115	5385	10136	6825	6872	8874	5470	5378	7976	8261	6957	8867	3428	7693	6923	6374	8683	4834	6255	7425	5435	5085	4768
ENSG00000559	2005	2374	2349	2619	2840	3689	2734	1770	2559	2716	3390	3448	2739	1562	2702	10869	7767	14631	10002	8319	9340	4696	4517	4790
ENSG00000560	2147	2865	3048	3211	4083	3224	3284	1760	2171	3125	4060	3667	3548	1802	3056	3393	3159	4619	3547	2409	3062	3168	3690	2433
ENSG00000561	86	199	153	185	216	108	104	130	130	138	179	199	102	76	178	180	134	201	149	140	136	117	147	101
ENSG00000562	1177	1635	1603	3440	2596	2313	3040	2715	2837	2878	3248	3297	2162	1177	1972	13650	10212	18604	14644	9647	13487	6877	7475	5239
ENSG00000563	1559	3061	2300	3378	3019	1999	3412	2188	1936	2878	2909	2794	4175	1767	2654	1089	1323	1380	1393	1169	1061	1667	2211	2011
ENSG00000564	635	894	805	1151	1010	1011	1101	638	685	939	989	616	1056	656	994	814	985	1470	1038	596	1017	882	752	676
ENSG00000565	1659	2372	2590	2653	1836	2217	3341	1673	1569	3082	2699	3088	2372	1502	2344	7181	6630	14055	6144	5144	5192	2729	3849	3011
ENSG00000566	1877	2984	3862	5904	3712	4050	4313	3887	2802	4509	3878	4059	3527	2385	4039	4405	4801	4671	3578	2485	4172	3149	3308	2864
ENSG00000567	3009	6806	6767	9690	9230	6052	8279	5327	4964	7091	9156	8014	6306	4327	8094	7465	5694	7853	8432	5466	8928	5145	6224	4369
ENSG00000568	1103	1523	1787	2061	1987	1651	2328	1402	1205	1734	2597	2526	1696	1149	1770	2257	1910	2730	1826	1152	1702	1602	2075	1195
ENSG00000569	213	329	270	504	475	451	524	293	183	362	459	344	327	200	298	473	337	400	322	253	414	355	307	214
ENSG00000570	249	546	356	614	475	503	508	473	309	588	572	582	511	283	552	566	503	929	487	378	476	385	492	344
ENSG00000571	238	275	342	487	412	314	341	291	253	470	430	430	439	231	359	414	372	673	441	230	346	597	248	265
ENSG00000572	60	51	81	118	77	82	108	90	50	164	72	88	95	38	93	100	55	171	60	70	85	59	45	70
ENSG00000573	4519	6291	4074	6094	10759	6623	8707	5893	4547	7596	9381	6948	7081	3641	7186	9005	6098	10072	6990	4994	6433	6075	7786	4914
ENSG00000574	332	398	448	691	531	431	662	349	349	383	660	707	450	406	699	145	153	117	103	63	87	102	82	73
ENSG00000575	790	1362	986	1505	1229	859	1198	876	908	1300	1362	1441	1401	714	938	3294	4024	7082	2883	2639	3592	1558	1883	2027
ENSG00000576	3845	7611	5438	9088	5837	6558	7170	5318	5440	6675	8578	8295	7971	3766	5832	5929	7018	6529	5838	4168	6924	6292	5367	4799
ENSG00000577	1030	1592	1565	2864	2353	1728	2130	1383	1334	1919	1930	2083	2543	1196	1976	2332	2613	3469	1632	1420	2563	1510	1786	1194
ENSG00000578	2872	3250	4387	6156	4281	4491	5639	2557	3572	5160	5609	6383	4970	2507	5357	4521	3526	7831	4418	3530	5618	4148	4433	2909
ENSG00000579	495	984	723	1231	1113	739	1083	684	716	1076	1043	938	1154	544	1012	3213	2865	4299	2968	1655	2619	1570	1452	1245
ENSG00000580	245	449	468	746	596	429	363	304	444	685	720	395	736	200	608	203	193	256	261	212	219	292	230	234
ENSG00000581	13657	18566	14845	18317	16861	15373	19016	12503	12696	22318	18556	18254	16912	12597	17457	114802	109357	123741	129158	97474	153322	93213	138058	130537
ENSG00000582	1837	2298	1868	2615	2195	2423	2666	1687	1837	2675	2180	2917	3278	1520	3005	10889	8304	12920	8398	7241	8170	3613	4225	3114
ENSG00000583	372	732	580	1079	920	869	868	545	627	616	1143	1073	994	507	1000	741	749	1396	767	613	840	747	640	752
ENSG00000584	567	1034	974	1229	951	1115	1206	893	616	1022	1305	981	969	558	1129	1216	1005	2149	1079	720	909	984	1174	888
ENSG00000585	24	30	30	67	81	29	37	42	46	69	36	84	46	27	34	42	31	37	66	39	46	47	51	37
ENSG00000586	1581	2171	1879	3570	2408	2743	1828	1668	1825	2405	3567	3309	3385	1473	3031	2955	2706	3709	2223	1616	3220	2061	2008	1791
ENSG00000587	4086	6604	5737	8897	6545	6537	6701	3527	4902	7131	6955	6848	8848	4566	7532	8286	7154	8769	5315	5324	7363	5015	4087	5546
ENSG00000588	15954	26156	26045	41404	23413	24566	20843	19478	19591	25422	28250	28236	33548	10099	22195	10708	7364	12100	4990	3262	5347	4252	4114	3239
ENSG00000589	8460	12342	10572	15201	13910	12286	14050	11916	10927	15188	21305	17072	14974	6066	15654	16853	15673	17246	14045	13315	15039	14555	11443	9825
ENSG00000590	2074	3119	3713	4320	2695	3264	4189	2135	2672	2823	4283	3837	3775	1800	3310	14255	12210	14667	12152	10907	11881	5343	5322	6268
ENSG00000591	459	716	991	903	810	570	1201	683	572	850	994	745	1045	388	773	1098	867	1408	1077	933	865	570	777	663
ENSG00000592	4218	6681	6999	7529	8527	6120	8212	4396	5206	6889	8961	6072	7175	4236	7048	18318	21222	36171	14109	13847	17962	6814	8192	5797
ENSG00000593	2464	3790	4172	3601	4640	4026	5589	2820	2548	3932	4366	4718	4733	2588	4285	5297	3610	6401	4554	2532	4331	3594	4084	3500
ENSG00000594	189	370	266	348	372	331	467	386	160	423	599	507	407	191	360	117	103	220	67	37	82	62	73	60
ENSG00000595	2505	3717	3358	4151	3131	2605	2952	1967	1974	2740	3025	3191	4159	1832	5041	3949	2599	4599	2648	2577	2707	2653	2674	2317
ENSG00000596	877	1006	1076	1866	1749	1601	1383	1145	682	1165	1377	1587	1508	1130	1177	1662	1071	1750	1150	1337	1178	830	1132	916
ENSG00000597	703	866	833	1174	1256	1324	1223	819	863	1233	1640	1271	1081	697	1043	3610	2999	5258	6479	6646	8205	7819	7525	6185
ENSG00000598	316	400	353	616	511	442	450	201	318	451	492	418	450	273	500	152	138	195	201	222	361	339	257	403
ENSG00000599	8810	15539	12793	18969	14895	13615	13914	10120	9274	12770	17386	14570	13610	7845	17639	17377	11287	16315	14433	9239	16935	14183	11025	11735
ENSG00000600	423	722	560	855	770	596	914	462	333	812	813	765	843	411	757	854	703	772	434	524	783	602	679	498
ENSG00000601	2455	3552	2872	4858	4204	3961	3909	2819	2439	4209	6315	6160	4473	2358	3327	19662	15544	26587	16672	15520	12456	7845	8782	8680
ENSG00000602	200	220	217	255	261	281	269	166	188	266	338	243	199	75	275	314	160	307	195	179	168	247	179	156
ENSG00000603	30	68	67	115	90	110	116	59	72	88	75	54	88	56	73	98	67	84	63	78	60	65	105	48
ENSG00000604	2070	2834	2152	3318	3312	2522	2285	1617	1439	1790	2150	2560	3655	1814	4063	3033	2912	4175	2413	1553	1636	1558	1771	1657
ENSG00000605	142	207	214	357	392	196	237	175	204	267	342	209	326	121	215	1047	1105	1735	644	557	701	395	353	298
ENSG00000606	111	213	179	310	231	196	323	145	162	221	218	295	358	119	264	290	176	421	248	150	331	276	247	165
ENSG00000607	1122	1774	1338	2671	3279	2006	1962	1787	1980	2518	2909	3533	1748	1093	1961	2802	2456	2853	2256	1763	2587	2519	1754	1678
ENSG00000608	378	508	363	686	574	452	494	443	346	714	619	580	437	293	463	544	617	728	585	424	657	375	589	372
ENSG00000609	878	1956	2059	2344	1923	1417	2021	1294	1580	1825	1819	2314	1898	838	1892	2570	2093	2310	1882	1173	1724	1874	1601	1288
ENSG00000610	1552	2107	1506	2621	2644	2055	2929	1424	1350	2353	2461	2245	3000	1092	2589	2398	2120	3485	2369	1808	2331	2266	1642	1645
ENSG00000611	7238	16014	14172	21537	14512	14874	14965	10790	10623	15547	14727	12376	18764	8156	12540	15872	10241	19518	15938	11056	16818	13901	11535	11460
ENSG00000612	1474	2558	2769	7293	6308	5781	5940	5653	3600	4527	3996	4488	2869	1442	2594	31040	23108	42403	26551	18581	26892	6412	8272	8331
ENSG00000613	297	440	419	647	640	595	621	364	355	592	670	729	839	368	489	118	107	117	45	34	65	73	54	50
ENSG00000614	1975	3620	2243	3884	4844	3685	3670	2220	2142	5325	2972	3653	4329	1859	2460	4859	3997	5059	3280	2765	3416	2961	3036	2319
ENSG00000615	596	878	923	1330	1166	1126	1255	857	912	1222	1433	963	1171	936	888	2889	2699	5097	4451	3362	4535	3894	3262	3315
ENSG00000616	2572	2319	3270	6925	7454	6971	5378	4859	5061	8067	8979	10576	3976	1761	3342	5778	5131	9056	5503	5009	5587	5178	5699	6395
ENSG00000617	1170	1858	2179	3013	2837	2774	2400	1894	1307	2578	2694	2185	2541	1161	2733	6837	6154	9645	7902	8400	9345	5493	6575	4517
ENSG00000618	506	799	616	765	750	490	493	376	359	579	688	611	991	432	732	696	497	689	462	335	604	558	473	475
ENSG00000619	141	298	193	318	302	248	201	153	176	230	210	342	169	146	234	246	244	426	235	220	315	192	192	165
ENSG00000620	166	261	246	350	378	381	380	220	287	491	459	282	358	144	318	1129	934	1492	672	509	702	475	492	367
ENSG00000621	1853	3391	3606	4370	3919	3620	3803	3487	2231	3209	4628	4282	4229	1884	3529	1650	1602	2093	981	515	855	688	909	502
ENSG00000622	858	1146	854	1160	1637	1273	1453	764	963	1228	1420	1720	1374	731	1024	1095	1062	2339	1371	1032	1359	1214	1091	1116
ENSG00000623	11930	15050	15595	22898	19813	16720	18483	13277	11727	16198	20441	16171	21302	10283	15333	20293	17978	18822	15204	13565	16872	18746	18776	12389
ENSG00000624	237	221	260	340	333	445	349	230	211	315	280	355	362	179	370	232	341	376	371	245	225	332	271	218
ENSG00000625	1176	1382	1175	2219	1326	1808	1895	1397	1346	2025	2084	1962	2338	1259	2119	2135	1599	2686	1834	1192	1936	1769	1612	1594
ENSG00000626	451	558	670	708	885	769	730	568	389	737	833	751	666	298	741	908	829	817	920	582	760	724	523	592
ENSG00000627	1532	2151	1788	3419	2702	2314	2983	1623	1641	2229	2719	2955	2204	1395	1789	2764	2570	3950	2208	1441	2265	1928	3015	2167
ENSG00000628	189	281	297	520	329	248	419	314	261	297	483	396	374	171	341	358	442	391	316	218	242	339	253	226
ENSG00000629	457	716	779	948	859	813	966	572	664	870	862	859	965	507	713	2989	2943	3930	4818	3406	4645	4703	4281	4058
ENSG00000630	1639	2242	1755	4354	2728	2172	3060	1769	2051	3084	2853	3714	3286	1408	2482	7972	6568	7865	13715	13242	12715	15816	14571	8351
ENSG00000631	1682	3481	2704	4461	4261	2995	3994	2367	3243	3223	3840	3473	3317	1496	3556	15499	12677	23214	13022	10834	11668	5501	6166	4668
ENSG00000632	148	220	191	288	309	242	373	168	254	257	280	317	310	144	324	206	309	441	205	253	194	249	227	211
ENSG00000633	123	176	270	215	255	308	366	189	193	250	316	268	349	189	223	216	151	242	289	191	308	234	217	201
ENSG00000634	1073	1655	1687	2061	2267	2312	2237	1531	1459	2063	3047	2219	2180	1392	1906	5569	5099	7356	8410	7437	7782	7060	8708	5168
ENSG00000635	1382	3365	3002	2639	3043	2574	2915	1980	1056	3021	3506	3582	3066	1415	2239	3102	2115	4411	2853	1445	2816	2400	2865	1719
ENSG00000636	1947	3128	2220	3220	3214	2855	3068	2771	2432	3008	3719	4492	4558	1852	2561	3581	2662	3349	2760	2657	3223	2888	2369	2475
ENSG00000637	219	263	286	405	363	328	269	322	244	390	334	404	451	148	416	388	397	595	314	256	290	292	303	225
ENSG00000638	3446	4685	6578	11009	7169	6454	6189	4575	5569	7281	9347	9268	8828	3842	7280	8237	7014	10669	7231	4591	8108	5110	5799	6045
ENSG00000639	8792	13018	16373	20043	17609	16125	18732	9709	10738	16727	20848	21796	15973	9889	13712	117432	119494	161420	62622	53547	75601	29217	22725	23174
ENSG00000640	8144	14254	15822	16021	16593	13392	13490	7676	8204	12242	12439	17183	15113	6913	14234	20189	11983	19568	11335	10342	10428	11771	8996	10287
ENSG00000641	71	73	93	171	97	153	108	91	69	121	105	121	118	62	124	251	269	320	476	246	331	464	328	370
ENSG00000642	68	79	43	94	53	75	92	34	32	50	105	78	103	30	35	108	50	73	80	72	44	92	31	47
ENSG00000643	316	565	357	697	569	598	409	372	390	603	505	634	524	282	480	432	547	709	391	317	511	415	352	260
ENSG00000644	2955	5675	4894	8102	6304	5615	7231	4517	5089	6756	6964	6762	7747	3049	7825	62678	56016	70026	37806	41029	49528	14195	16914	15578
ENSG00000645	74	112	130	132	105	113	75	67	96	131	190	143	178	83	119	117	89	106	90	70	64	70	115	77
ENSG00000646	892	1413	1100	2348	1896	1618	1729	622	1106	1462	1617	1378	1572	637	1357	386	296	557	487	698	744	1271	1126	1203
ENSG00000647	84	127	117	171	117	82	214	112	108	200	158	202	128	90	186	45	45	78	32	36	29	20	18	13
ENSG00000648	2930	4040	4123	7303	4534	4858	6056	3388	3581	3612	6615	5671	4342	2710	4196	4784	4326	6264	5611	3482	5268	4716	4248	3571
ENSG00000649	1796	2725	2604	3863	3051	3546	3627	2190	2080	3895	4709	3349	4193	1796	2954	13004	13869	23565	11929	7756	10202	6102	5783	3876
ENSG00000650	1782	2395	2008	3353	2243	2549	2541	1808	1946	2484	3304	3026	2761	928	2039	2707	3013	3897	2518	1647	2499	2006	2110	2181
ENSG00000651	473	852	523	874	729	719	948	641	622	965	1087	793	982	413	755	384	480	639	187	121	171	177	122	119
ENSG00000652	107	204	193	250	235	166	239	163	172	205	219	229	226	129	212	453	343	752	1055	660	884	505	715	616
ENSG00000653	528	1009	781	1120	1099	1045	935	710	761	849	1163	1445	1263	594	971	7996	6011	9132	9147	4949	7109	5739	6590	4914
ENSG00000654	3504	4698	3430	6220	5134	3655	4340	2794	2857	5146	6384	7192	5101	3085	3971	5163	4960	5424	3796	3359	3792	4782	3940	3995
ENSG00000655	183	231	291	324	418	287	375	355	261	378	577	442	356	193	343	329	267	426	271	343	332	351	332	300
ENSG00000656	160	113	151	234	192	155	276	142	117	188	256	153	247	99	166	242	160	313	130	179	144	150	165	136
ENSG00000657	1268	2585	1590	3422	2254	2201	1722	1238	1718	3518	2105	2501	2837	1222	1975	2100	2007	4135	2300	1582	1876	2220	1951	1368
ENSG00000658	472	695	626	1159	852	832	742	425	559	700	1003	872	808	456	763	211	217	348	111	87	92	79	110	116
ENSG00000659	1577	4384	3805	4006	4490	3400	3764	2767	2668	4149	4105	5628	3817	1811	2597	1499	1148	1456	1571	1262	1632	2400	2577	1552
ENSG00000660	545	805	621	1462	1206	1372	1164	646	673	796	1295	1090	796	507	835	320	311	530	505	452	482	857	874	673
ENSG00000661	115	275	249	347	301	234	270	218	202	205	253	337	312	151	296	235	284	405	318	151	221	229	130	203
ENSG00000662	1996	2939	2357	4642	3460	3688	3981	3249	2126	3584	3906	3861	4024	1842	3762	3715	3027	5328	3037	2866	2842	3047	3415	1705
ENSG00000663	3456	4820	4980	12112	12429	9839	9957	7323	9207	7917	6069	11102	8289	3853	5126	30956	23059	45700	31805	21440	26462	13328	11978	10429
ENSG00000664	1625	2423	1678	2995	3010	1978	3028	1346	1900	2510	2305	2169	3447	1089	2757	6932	5704	9063	5102	5735	8163	5379	4259	4054
ENSG00000665	929	1069	1181	1680	960	1049	1359	787	1060	1456	1744	1497	1324	830	1122	4039	5207	7169	2896	2959	3730	1714	1885	1280
ENSG00000666	66860	92357	109726	138242	97099	89503	109717	68433	61842	100650	99735	96702	161394	68758	112013	117613	99531	136477	114094	58556	76649	73618	68125	70721
ENSG00000667	4837	6653	6105	12027	6178	8174	8068	5866	6231	10430	10434	8945	11412	3513	7850	2120	2181	2152	1471	953	918	1249	1243	785
ENSG00000668	1179	1524	1216	1883	1379	1709	1885	973	937	1901	1666	1545	2028	865	1694	256	285	325	232	121	156	192	99	186
ENSG00000669	5425	9397	7851	11219	12736	7646	9570	5757	8321	8643	12789	9760	10775	4318	11228	63167	41318	51331	46245	40789	66526	51336	40288	48698
ENSG00000670	5420	12564	9089	13987	13774	12604	11224	8419	7230	10216	11561	11496	11437	6874	10619	10982	12093	14738	12386	11155	11126	11437	12276	9273
ENSG00000671	92	245	159	243	184	171	157	136	134	138	255	151	222	105	197	160	115	190	168	188	134	162	152	121
ENSG00000672	6552	12251	9432	15012	11633	12284	14337	7637	8575	13032	8422	11487	13786	6112	12643	14208	10370	17210	14514	9120	14285	8629	10860	9472
ENSG00000673	1059	1322	1142	2600	2654	2922	3188	1946	2938	2497	2471	2740	2024	830	1726	3022	2045	3212	2735	1585	2601	1929	1842	2015
ENSG00000674	5637	8932	9196	22549	15850	12350	19439	9075	11332	20799	22721	15554	12037	6674	9506	19257	10394	20521	18200	10375	17721	11801	14806	12819
ENSG00000675	57	182	115	215	213	228	248	182	119	155	144	308	261	76	169	108	69	124	37	43	31	45	39	28
ENSG00000676	93	143	157	224	212	243	205	112	156	176	238	148	155	133	167	213	146	165	181	156	178	174	94	160
ENSG00000677	268	438	315	457	591	404	388	334	298	389	612	623	477	305	421	446	390	706	296	403	513	340	347	311
ENSG00000678	29931	36546	36585	58752	42081	48065	45716	28876	30076	40322	51754	47408	42613	27039	45185	18478	23697	26662	12615	10559	15172	10495	10773	9470
ENSG00000679	1204	1697	2105	2823	1582	1265	1934	1340	1074	1951	1621	2235	1780	848	1997	1796	1732	2683	1505	1252	2020	1490	1905	1391
ENSG00000680	29250	38140	32248	61035	37977	46790	47113	29827	29951	36511	52539	47286	52615	18794	46841	164952	130154	226674	166037	107805	185759	86693	92007	77411
ENSG00000681	2043	2419	2653	3616	3167	3041	3268	2185	2554	2814	3766	4071	4535	1566	3284	3804	3833	4978	2433	2019	3431	2694	3395	2713
ENSG00000682	96	224	191	277	162	150	200	176	159	217	202	188	257	148	179	585	494	868	707	562	1024	834	774	784
ENSG00000683	380	395	455	609	675	663	596	377	412	488	670	540	538	416	743	610	468	893	684	417	508	577	396	446
ENSG00000684	53	184	162	189	236	162	211	156	178	213	210	225	199	102	179	802	514	1219	736	410	642	286	278	199
ENSG00000685	4136	6713	6546	6142	8187	5591	8005	3572	5923	6577	6493	6895	7928	3069	5793	12883	14786	21940	36833	27832	33737	28461	41441	27518
ENSG00000686	990	1549	1230	1628	1557	1239	1645	1417	866	1632	1793	1728	1803	627	1657	750	436	763	468	388	320	668	704	517
