gene_id	archetype	log2_base	t_half_h	kd	ks	A_time	A_trt	delta_log_ks	delta_log_kd	shape	has_protein	true_lfc_rna_t0	true_lfc_rna_t6	true_lfc_rna_t24	true_lfc_rna_t48	true_lfc_prot_t0	true_lfc_prot_t6	true_lfc_prot_t24	true_lfc_prot_t48
ENSG00000322	concordant	8.94186979603032	13.7218260340488	0.0505142084471847	0.0505142084471847	0	2.91110756551138	0	0	impulse	TRUE	0	2.89896649138465	2.25614813359097	1.50447930256322	0	1.07296743630155	2.14351216155097	1.90885648157354
ENSG00000323	unchanged	6.08074851899878	9.74250697490363	0.0711466958499973	0.0711466958499973	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000324	buffered	8.6818285195201	28.8407274012395	0.0240336233867027	0.0240336233867027	0	1.94855765939016	0	0.68490376758886	impulse	FALSE	0	1.45841997959198	1.84517901898432	1.28195440903694	0	-0.00954430373505826	0.571212020290715	0.541426712090387
ENSG00000325	unchanged	1.54663031438064	19.5307209849686	0.0354900969141596	0.0354900969141596	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000326	unchanged	5.0077972355646	5.84181059007237	0.11865279948273	0.11865279948273	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000327	unchanged	3.71789118098352	10.6281485863678	0.065218055141703	0.065218055141703	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000328	unchanged	5.50124800094616	6.28078381116682	0.110359980760296	0.110359980760296	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000329	unchanged	2.79132635584563	75.0921602080966	0.00923061979624883	0.00923061979624883	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000330	unchanged	7.16073506329605	22.9485821144151	0.0302043575983959	0.0302043575983959	-1.10562678981713	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000331	unchanged	5.93364339422009	12.8893998067173	0.0537765288495986	0.0537765288495986	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000332	unchanged	9.60153988433108	20.0220180891573	0.0346192465451477	0.0346192465451477	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000333	unchanged	8.57057327729141	9.42628332003036	0.0735334550243195	0.0735334550243195	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000334	concordant	4.52396480713218	12.9965592115267	0.0533331298906553	0.0533331298906553	0	-2.33170101481849	0	0	impulse	FALSE	0	-2.27413564118863	-1.93842046551455	-1.38406208432863	0	-0.282729068183756	-1.13559458947628	-1.44268728244714
ENSG00000335	lag_only	5.92520500836572	71.985588990854	0.0096289714410479	0.0096289714410479	-1.2851286445635	-1.74853690616973	0	0	mono	FALSE	0	-1.30032627212494	-1.74098764909317	-1.74850431247256	0	-0.021045323718568	-0.0978777544383486	-0.206648847935476
ENSG00000336	unchanged	5.22886846129128	9.33284645847221	0.0742696436338259	0.0742696436338259	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000337	unchanged	11.5893234330173	6.10199721030794	0.113593493518652	0.113593493518652	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000338	unchanged	8.36791995280246	3.39487822069456	0.204174387268046	0.204174387268046	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000339	unchanged	9.16337534080364	23.6304538833155	0.0293327916587057	0.0293327916587057	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000340	unchanged	11.0344184867546	17.7600964105012	0.0390283455978369	0.0390283455978369	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000341	protein_only	8.38584709323	59.1169913526996	0.0117250077295805	0.0117250077295805	0	0	0	1.75845451811959	impulse	FALSE	0	0	0	0	0	-0.468818635017421	-1.5821725551742	-2.29414740245439
ENSG00000342	unchanged	7.75316154830785	52.118966549545	0.0132993270290774	0.0132993270290774	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000343	protein_only	4.1677413871017	5.2513682873115	0.13199363339927	0.13199363339927	0	0	0	-1.14774319447366	mono	TRUE	0	0	0	0	0	0.563688937968648	1.24119281626436	1.51754795434986
ENSG00000344	mrna_only	6.72618153686399	17.9954041810684	0.0385180112425123	0.0385180112425123	0.160598405430218	1.71125129917401	-0.696114840102619	0	impulse	FALSE	0	1.38309230733154	1.56642753444581	1.0676058690437	0	-0.0170884939131337	0.363186399069768	0.308939309579386
ENSG00000345	protein_only	6.08498658780842	16.6319380263559	0.04167567119728	0.04167567119728	-0.338316918691952	0	0	-1.20789738022176	mono	FALSE	0	0	0	0	0	0.227030851483016	0.714109514771705	1.09807398814225
ENSG00000346	concordant	7.08614725004922	28.8486434979133	0.0240270285363706	0.0240270285363706	0.253484315843284	-2.56372082632161	0	0	mono	FALSE	0	-2.25391637254412	-2.56317413971575	-2.56372070974642	0	-0.138284101154653	-0.680965494105104	-1.27581139526344
ENSG00000347	buffered	6.63735515496188	18.6670227051593	0.0371321764326331	0.0371321764326331	-0.0612814715970171	1.4539858092068	0	0.541618719253859	mono	TRUE	0	1.0494701416162	1.44527495218431	1.45393362229439	0	-0.0308679908515324	0.4131630127746	0.612673558328518
ENSG00000348	unchanged	7.66532474202441	5.50614119650799	0.125886197941953	0.125886197941953	-0.430695854655477	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000349	unchanged	3.62612072800192	15.2100805159496	0.0455715655044099	0.0455715655044099	-0.775899003013042	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000350	concordant	4.45605244251652	9.59654903841094	0.0722287957666417	0.0722287957666417	0	1.63847879565736	0	0	mono	FALSE	0	1.19333176473032	1.62955208520647	1.63843016142438	0	0.334330599959982	1.31917835683359	1.58617786511018
ENSG00000351	buffered	1	8.83043417022326	0.0784952548423132	0.0784952548423132	0	2.17319694791405	0	0.877919293267718	mono	TRUE	0	1.1086721250062	2.04807718513496	2.16599329568505	0	-0.329324733528295	0.640301444471191	0.88822177941722
ENSG00000352	unchanged	7.95582569908553	6.27373922925767	0.110483900466797	0.110483900466797	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000353	buffered	4.06190838580788	8.91565325979427	0.0777449683564679	0.0777449683564679	0	1.92161508221908	0	0.727338514718223	impulse	FALSE	0	1.48103398637303	1.8363753578715	1.3946773881582	0	0.000378397027450315	0.789331250507618	0.458077124072345
ENSG00000354	anticorrelated	7.24416972719655	6.48128902927538	0.106945883361946	0.106945883361946	0	1.63922253285555	0	2.28452825603947	mono	FALSE	0	1.26640431566099	1.63483647096563	1.63921079708538	0	-2.12611750788755	-1.66238901443639	-1.65667039842628
ENSG00000355	unchanged	1	14.7018750969022	0.0471468554855291	0.0471468554855291	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000356	anticorrelated	9.36487366860805	53.4690212587486	0.0129635284926135	0.0129635284926135	0	1.93302953276531	0	2.62211173829965	impulse	TRUE	0	1.80765290858341	1.38988803423711	0.659109820545207	0	-1.09528740899679	-2.11771890944596	-2.97356708697939
ENSG00000357	unchanged	8.97346657703495	5.66537707987404	0.122347933912875	0.122347933912875	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000358	unchanged	6.06176999631176	22.4062970716726	0.0309353740309132	0.0309353740309132	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000359	buffered	5.03939042845717	4.15764024591859	0.166716488094511	0.166716488094511	0	2.18490070492811	0	0.79564083681469	mono	TRUE	0	1.92139695512946	2.18443848136085	2.18490060714306	0	0.419495145514882	1.03376051446177	1.03703244071543
ENSG00000360	unchanged	6.10262589825362	1.5	0.462098120373297	0.462098120373297	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000361	unchanged	6.22098512140618	12.9093455188361	0.0536934408912186	0.0536934408912186	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000362	anticorrelated	7.34037993311673	62.5091240288141	0.0110887361057953	0.0110887361057953	0	2.37993740522736	0	2.20922127007074	impulse	FALSE	0	2.23275547925814	2.15015450803668	1.71394793500481	0	-0.494997243532954	-0.843425356889978	-1.2874892731025
ENSG00000363	concordant	5.14412943851188	18.2734008960885	0.0379320294290877	0.0379320294290877	0	2.15337385689617	0	0	mono	TRUE	0	1.75267190047375	2.15079202749006	2.15337076136166	0	0.344989800775219	1.46062350441953	1.91287225779737
ENSG00000364	buffered	7.29982821474823	11.1056440052124	0.0624139563842148	0.0624139563842148	0	2.17908983749585	0	0.840128873849004	impulse	TRUE	0	2.06950869892781	1.79194514255616	1.19467765068443	0	0.248562767663488	0.712719808137468	0.147334913028428
ENSG00000365	lag_only	6.30907669153182	153.022548140067	0.00452970617065847	0.00452970617065847	0	2.11338111894148	0	0	impulse	TRUE	0	2.02453696400559	0.687907226791625	0.154735736332753	0	0.0943772698283698	0.235778501263993	0.249159230777039
ENSG00000366	concordant	11.3559800410064	11.2201052787715	0.061777243915116	0.061777243915116	-0.215727696369276	-1.1373573941494	0	0	mono	TRUE	0	-1.11889457945364	-1.13735731517237	-1.13735739414939	0	-0.19617166132612	-0.729440152356959	-1.03105334876151
ENSG00000367	unchanged	4.37498049511215	11.5122870234081	0.060209338001264	0.060209338001264	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000368	unchanged	7.2755959875092	7.51888491197148	0.092187497039132	0.092187497039132	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000369	unchanged	5.38560501336431	24.7599725333454	0.0279946667802822	0.0279946667802822	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000370	buffered	6.50931252230408	72.9349445515968	0.00950363621747306	0.00950363621747306	0	2.59528840826901	0	1.17555473690747	mono	TRUE	0	1.97368956657324	2.58674789631078	2.59526030336003	0	-0.0539617281474696	0.36333618227275	0.667195580025509
ENSG00000371	concordant	6.6578228894225	5.42261954079369	0.127825154493227	0.127825154493227	0	-1.80426977660089	0	0	mono	TRUE	0	-1.45107843982168	-1.80162044849353	-1.804265886418	0	-0.428983078706776	-1.56448641876999	-1.79207927481917
ENSG00000372	unchanged	5.84348932224097	3.76610588748412	0.184048776446642	0.184048776446642	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000373	unchanged	10.6731274965773	60.4759784552412	0.0114615289949042	0.0114615289949042	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000374	protein_only	7.01139358420463	18.7358958470393	0.0369956785743704	0.0369956785743704	0	0	0	1.03166734990843	mono	FALSE	0	0	0	0	0	-0.511159886355145	-1.28733301770444	-1.47062637958337
ENSG00000375	protein_only	7.97455848358752	37.8445491307178	0.0183156411288126	0.0183156411288126	0	0	0	1.23884758576204	mono	FALSE	0	0	0	0	0	-0.366269173769946	-1.16652744887052	-1.62646275273533
ENSG00000376	protein_only	6.44496479004254	29.1615958513292	0.0237691786174436	0.0237691786174436	0	0	0	-1.3476221341368	mono	FALSE	0	0	0	0	0	0.142248086938078	0.477592276896681	0.79141458019093
ENSG00000377	buffered	8.26001515189991	7.09598700988764	0.0976815740494036	0.0976815740494036	0	2.12206428502249	0	0.961363511588829	mono	FALSE	0	1.17722273636684	2.03866538497143	2.11878663854457	0	-0.411418004567177	0.573560517929214	0.72822929744225
ENSG00000378	unchanged	9.26534605884175	2.64395179851397	0.262163319675316	0.262163319675316	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000379	unchanged	3.52874899359571	5.91143687907739	0.117255279002172	0.117255279002172	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000380	unchanged	7.70125633138225	6.06988874128364	0.114194379848445	0.114194379848445	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000381	unchanged	5.12677920531123	33.7085560643937	0.0205629448866282	0.0205629448866282	-1.07985665223977	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000382	anticorrelated	1.891774863383	5.8465931739337	0.118555740059058	0.118555740059058	0	2.43528911364143	0	2.17976305858355	mono	TRUE	0	1.09677575303177	2.21304039792061	2.41500630969718	0	-2.17003946412304	-0.954839894534322	-0.731858696126465
ENSG00000383	concordant	5.77200699827934	77.8269028519789	0.00890626705110264	0.00890626705110264	0	-1.96242314726658	0	0	impulse	FALSE	0	-1.94847370460402	-1.29519179786642	-0.648751328455367	0	-0.0452846367652739	-0.195849471493491	-0.308798086390243
ENSG00000384	unchanged	8.949606069359	6.24048917403816	0.1110725715932	0.1110725715932	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000385	unchanged	7.08068644363281	9.12556902496964	0.0759565982859081	0.0759565982859081	0.0547343723164628	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000386	unchanged	7.52552755223926	9.492725203711	0.0730187765562805	0.0730187765562805	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000387	unchanged	8.17363436084158	13.9440900249462	0.0497090293679899	0.0497090293679899	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000388	protein_only	10.8043063466302	23.0000869083543	0.0301367200620522	0.0301367200620522	0	0	0	-1.50668259788203	mono	TRUE	0	0	0	0	0	0.186449281414583	0.604225894486793	0.973264906002467
ENSG00000389	buffered	9.90393927971209	34.0264705003109	0.0203708221971953	0.0203708221971953	0	1.63459529614076	0	0.633305504882878	impulse	FALSE	0	1.59228814391703	1.29488986139858	0.84404913683103	0	0.0638632700735624	0.337599124705117	0.205840523015045
ENSG00000390	unchanged	8.18105530058876	13.1924217988038	0.0525413143341731	0.0525413143341731	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000391	anticorrelated	4.76517719169886	24.4094468945319	0.0283966770551946	0.0283966770551946	0	2.51453260847193	0	2.45469398017421	mono	TRUE	0	2.18395923289307	2.51378150516467	2.51453238411366	0	-1.33419918329107	-1.03227292837474	-1.0268461172508
ENSG00000392	protein_only	7.02886161169347	7.45186565027433	0.0930165965263246	0.0930165965263246	0	0	0	1.29078635878469	impulse	FALSE	0	0	0	0	0	-1.43301594379583	-1.86107589313191	-1.86221073949843
ENSG00000393	unchanged	11.8177342092469	3.03762227437653	0.22818741698298	0.22818741698298	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000394	unchanged	8.19776104855361	23.7572785573272	0.0291762029429152	0.0291762029429152	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000395	buffered	3.96561075572056	7.77490819866579	0.0891518154103597	0.0891518154103597	0	2.22445709152012	0	1.04243629567261	mono	FALSE	0	1.85089958956814	2.22268796964935	2.22445568452863	0	-0.0386511129123072	0.70220381748624	0.720481959742059
ENSG00000396	mrna_only	9.60395350821286	25.3459512173398	0.0273474518520239	0.0273474518520239	0.328482367141319	-1.83584342496262	0.769249878262026	0	impulse	FALSE	0	-1.2317530612603	-1.81047545597516	-1.3969434210568	0	0.0764555404170618	-0.18513942706222	-0.326332394925736
ENSG00000397	mrna_only	10.646289197308	8.55865923248752	0.0809878231778234	0.0809878231778234	0	2.19413591408418	-0.955913199797044	0	mono	TRUE	0	1.21757320661936	2.10803456343868	2.19075716141194	0	-0.202965841897536	0.408880399201885	0.7496151712192
ENSG00000398	unchanged	9.63007924638745	9.59366468751315	0.0722505114716096	0.0722505114716096	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000399	unchanged	11.013103280184	10.9298315529313	0.0634179197733425	0.0634179197733425	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000400	unchanged	11.252032877579	11.6625000439096	0.0594338416248857	0.0594338416248857	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000401	lag_only	3.71512250366548	96.792674424566	0.00716115330711458	0.00716115330711458	-0.559416820977611	-2.59591701713425	0	0	mono	TRUE	0	-2.4020676256823	-2.5958362963539	-2.59591701462421	0	-0.0304372655118416	-0.137529578661222	-0.283659337118584
ENSG00000402	unchanged	7.72329750191183	7.86778548841271	0.088099399962134	0.088099399962134	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000403	unchanged	7.84497737421594	7.7273739299488	0.0897002250497457	0.0897002250497457	-1.33380401176002	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000404	unchanged	5.19294947562437	16.0471199765453	0.0431944910721089	0.0431944910721089	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000405	protein_only	8.2823324020824	5.65115527476488	0.122655837056041	0.122655837056041	0	0	0	-1.52484062713429	mono	TRUE	0	0	0	0	0	0.615424581839141	1.43321225211517	1.84658269697806
ENSG00000406	unchanged	5.00133483050577	12.6141471412163	0.0549499837603058	0.0549499837603058	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000407	unchanged	7.94388536119995	3.85688608429008	0.179716788469144	0.179716788469144	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000408	unchanged	5.15654576849222	55.3742466674453	0.0125175008650266	0.0125175008650266	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000409	unchanged	11.2809803320657	10.4194163073548	0.0665245691421957	0.0665245691421957	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000410	unchanged	11.4719601499227	13.1842516191015	0.052573873784061	0.052573873784061	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000411	mrna_only	9.66259155603419	3.15694576116583	0.219562587703113	0.219562587703113	0	-1.920179910599	0.873632786025354	0	mono	TRUE	0	-1.23316446664072	-1.88871400502807	-1.91966428015837	0	0.344339197543317	-0.54785780232956	-0.657584488651483
ENSG00000412	anticorrelated	11.0857450812104	9.6953689847845	0.071492604525701	0.071492604525701	-0.335218004853239	2.01159690619988	0	2.12725546701747	impulse	TRUE	0	1.75167928661349	1.58511580693549	0.766892852923841	0	-1.65677049172777	-1.45275984626193	-2.21315275604948
ENSG00000413	lag_only	4.26195633159789	68.6866360906129	0.0100914416546114	0.0100914416546114	0	-2.81947160279668	0	0	impulse	FALSE	0	-2.80992589692465	-1.74132902669276	-0.797269997627469	0	-0.0620296437300751	-0.263032752910621	-0.415046330145693
ENSG00000414	unchanged	6.20208612859785	5.32099660862712	0.130266420286027	0.130266420286027	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000415	unchanged	5.13975474959316	10.6624667650985	0.0650081445345115	0.0650081445345115	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000416	unchanged	6.55819614003571	11.5190864306964	0.0601737980464171	0.0601737980464171	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000417	concordant	5.87210973734872	65.1134755110494	0.0106452185990644	0.0106452185990644	0	-2.35880723758277	0	0	mono	TRUE	0	-1.40845427780792	-2.29665419815786	-2.3571695453423	0	-0.0369809987429059	-0.238580094750959	-0.512681833002031
ENSG00000418	buffered	6.83972971623741	24.0577749177789	0.0288117742779157	0.0288117742779157	0	2.15115250318431	0	0.741494521851095	mono	TRUE	0	1.44043824033118	2.12552144575502	2.15084710823719	0	-0.0363659890639412	0.673085073055041	0.992665630868884
ENSG00000419	unchanged	6.24808793500572	19.2193180028972	0.0360651288695809	0.0360651288695809	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000420	protein_only	5.73099058716981	3.92767440119149	0.176477760058133	0.176477760058133	0	0	0	0.988721760382247	impulse	TRUE	0	0	0	0	0	-1.29152097727744	-1.42639628236463	-1.4264239802074
ENSG00000421	unchanged	9.8785840587234	31.3673878005116	0.0220977017585328	0.0220977017585328	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000422	unchanged	2.31074336331422	13.4753292064227	0.0514382372365028	0.0514382372365028	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000423	concordant	2.85358846752244	21.8168953663029	0.0317711190763898	0.0317711190763898	0.94773746901656	2.38361657775553	0	0	impulse	FALSE	0	1.86505474749035	2.16935230901792	1.35668652728569	0	0.409276016680458	1.75005054868857	1.7380849623662
ENSG00000424	unchanged	2.54143102741146	20.0106871842122	0.0346388494397541	0.0346388494397541	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000425	unchanged	7.1673423833692	32.5448091908499	0.0212982407269675	0.0212982407269675	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000426	protein_only	5.50432107769736	9.33939476967793	0.074217569516429	0.074217569516429	-0.658140712356511	0	0	-1.13387137739945	impulse	FALSE	0	0	0	0	0	0.37585560170401	1.01789846791453	1.26663156487511
ENSG00000427	unchanged	7.45603848983006	12.0319572393164	0.0576088467381662	0.0576088467381662	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000428	unchanged	5.57379593204791	12.042495045483	0.0575584360169564	0.0575584360169564	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000429	unchanged	8.00965833967022	28.8363267328288	0.024037291121786	0.024037291121786	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000430	concordant	4.80189210303791	3.64320197415563	0.19025768691306	0.19025768691306	0	1.89822008102358	0	0	impulse	TRUE	0	1.56319270174741	1.71961143960194	1.16465948775612	0	0.868884319217541	1.7812110877693	1.27993223098111
ENSG00000431	unchanged	4.50637110613654	20.5931157478712	0.0336591698432813	0.0336591698432813	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000432	buffered	8.49106793999038	2.0027287420704	0.346101379582428	0.346101379582428	0	2.47626787407822	0	1.04254587820186	mono	TRUE	0	1.25773032303108	2.33106915050451	2.46775398527478	0	-0.398114334091231	0.807287709034558	0.962512889480568
ENSG00000433	unchanged	4.50552188522998	37.5439669463768	0.0184622786811514	0.0184622786811514	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000434	unchanged	6.89908164764514	9.25604373317828	0.0748859016380141	0.0748859016380141	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000435	unchanged	8.36752564582558	8.0596416973343	0.0860022326785571	0.0860022326785571	0	0	0	0	mono	FALSE	0	0	0	0	0	0	0	0
ENSG00000436	unchanged	9.23879353626737	43.934059366926	0.0157769892094641	0.0157769892094641	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000437	unchanged	4.47789383738418	3.99275377299069	0.173601283717718	0.173601283717718	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000438	mrna_only	7.23175913503785	3.73635594834342	0.185514225663447	0.185514225663447	0	-2.17857204346518	0.957284080198993	0	impulse	FALSE	0	-2.0264560563305	-1.96094640809283	-1.53687351647683	0	-0.0251556325565594	-0.63562408542148	-0.241514897533745
ENSG00000439	mrna_only	7.97040933922794	9.88170648528923	0.0701444817847833	0.0701444817847833	0	-2.33864787205458	1.03014292590864	0	mono	FALSE	0	-1.34585233527167	-2.26269490254313	-2.33618112464616	0	0.291543545488515	-0.263421356765073	-0.712959459122714
ENSG00000440	unchanged	4.75708781829713	23.7687582887592	0.0291621115473984	0.0291621115473984	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000441	unchanged	8.3970617703369	24.1855309803367	0.028659580851191	0.028659580851191	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000442	unchanged	7.21494795183941	37.1794898808912	0.01864326763978	0.01864326763978	0.0681139969400191	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000443	unchanged	7.86027422112629	10.3158311843565	0.067192567246648	0.067192567246648	-1.71150475095892	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000444	unchanged	8.51573474094104	3.28636680804556	0.210915950971452	0.210915950971452	-0.340032961443976	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000445	unchanged	5.16642196917045	5.88079393663146	0.117866258880852	0.117866258880852	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000446	unchanged	6.90505609823909	21.8373470666806	0.0317413639323226	0.0317413639323226	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000447	anticorrelated	9.64488160308928	19.6541643944092	0.0352671915554505	0.0352671915554505	0	2.49126705116883	0	2.67424754961445	mono	TRUE	0	2.0005392216719	2.48751644124294	2.49126140461447	0	-1.94251783725858	-1.37473666438595	-1.36686863068235
ENSG00000448	concordant	9.00569435532095	18.557271809083	0.0373517825082822	0.0373517825082822	0	2.84376757008356	0	0	impulse	TRUE	0	2.50659317601233	2.51063484197306	1.75171120968693	0	0.577794398240208	1.98982888791956	2.03854981678125
ENSG00000449	unchanged	8.05344542346658	11.9992016719058	0.0577661080722428	0.0577661080722428	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000450	mrna_only	4.25120913592897	8.27482217291214	0.083765809835646	0.083765809835646	0	2.29224359957071	-0.839962147475223	0	impulse	FALSE	0	2.10644858215532	1.77727034369164	0.963517972940834	0	0.141138744123922	0.715283321264735	0.126442834102509
ENSG00000451	unchanged	6.04971810320629	3.96243265987662	0.174929706081498	0.174929706081498	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000452	buffered	9.30323652317454	19.1436403899802	0.0362076996036104	0.0362076996036104	0	2.10256197362788	0	0.967420682493351	impulse	FALSE	0	1.66499632835003	1.97624977695133	1.44888609552573	0	-0.102230557226552	0.531566611309121	0.258193803477074
ENSG00000453	unchanged	5.20020822367525	7.12295888642776	0.097311691898248	0.097311691898248	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000454	unchanged	6.01057424973214	6.66409324324977	0.104012227209163	0.104012227209163	-0.279487286212728	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000455	unchanged	7.44276447906857	15.7944806960111	0.043885404901916	0.043885404901916	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000456	unchanged	9.81893891485823	3.25465888174642	0.212970761528166	0.212970761528166	-1.54621239194844	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000457	unchanged	6.92046305379047	11.4475704451432	0.0605497196004608	0.0605497196004608	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000458	unchanged	11.9988079868697	16.4328419135731	0.0421806029781996	0.0421806029781996	0	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
ENSG00000459	unchanged	3.85363615565393	14.8318546527083	0.0467336821179929	0.0467336821179929	0	0	0	0	impulse	FALSE	0	0	0	0	0	0	0	0
ENSG00000460	buffered	8.57699617199864	2.4113024846586	0.287457581522827	0.287457581522827	0	1.85328980410275	0	0.66279399578482	impulse	FALSE	0	1.70838779993674	1.18605708286182	0.381501714358256	0	0.504161467889033	0.330084772963705	-0.537961565711351
ENSG00000461	unchanged	6.39697186002106	29.2867647372121	0.0236675913771802	0.0236675913771802	0	0	0	0	impulse	TRUE	0	0	0	0	0	0	0	0
ENSG00000462	lag_only	7.8118535832646	127.904899896584	0.00541923867748914	0.00541923867748914	0	-2.49640163360962	0	0	impulse	TRUE	0	-2.34354824821082	-2.08201493102623	-1.40099901672386	0	-0.0290125139214724	-0.140193078376636	-0.2613691343884
ENSG00000463	unchanged	11.9179257037976	10.280537932964	0.067423240406264	0.067423240406264	1.46410538843086	0	0	0	mono	TRUE	0	0	0	0	0	0	0	0
