group_id	prot_Ctrl_t0_r1	prot_Ctrl_t0_r2	prot_Ctrl_t0_r3	prot_Ctrl_t6_r1	prot_Ctrl_t6_r2	prot_Ctrl_t6_r3	prot_Ctrl_t24_r1	prot_Ctrl_t24_r2	prot_Ctrl_t24_r3	prot_Ctrl_t48_r1	prot_Ctrl_t48_r2	prot_Ctrl_t48_r3	prot_Trt_t0_r1	prot_Trt_t0_r2	prot_Trt_t0_r3	prot_Trt_t6_r1	prot_Trt_t6_r2	prot_Trt_t6_r3	prot_Trt_t24_r1	prot_Trt_t24_r2	prot_Trt_t24_r3	prot_Trt_t48_r1	prot_Trt_t48_r2	prot_Trt_t48_r3
PG00173	MAR	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	MAR	obs	MAR	MAR	MNAR	MNAR	MNAR	obs	MAR	MAR	MNAR	MNAR	MNAR
PG00174	MAR	MAR	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	obs	MAR	obs	MAR	obs	MAR	MAR	obs	obs	obs	MAR	MAR	obs	MAR
PG00176	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00177	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00179	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00180	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	MAR
PG00181	MAR	MAR	obs	obs	obs	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	obs	obs	obs	MAR	MAR	MAR	obs	MAR	MNAR	MNAR	MNAR
PG00182	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs
PG00184	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00185	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	MAR	MAR	obs	MAR	MAR	obs	MAR
PG00188	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs
PG00189	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00189b	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00191	MNAR	MNAR	MNAR	MAR	obs	obs	obs	MAR	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	obs	MAR	MNAR	MNAR	MNAR	obs	MAR	MAR
PG00192	MAR	obs	MAR	MAR	obs	MAR	obs	obs	MAR	MAR	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	MAR	obs
PG00192b	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	MAR	MAR	obs	obs	obs	MAR	obs
PG00194	MAR	obs	MAR	obs	MAR	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00195	MAR	MAR	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	MAR	obs	obs	MNAR	MNAR	MNAR
PG00196	obs	obs	obs	obs	obs	MAR	MAR	obs	MAR	MAR	obs	MAR	MNAR	MNAR	MNAR	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs
PG00197	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	MAR	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	obs
PG00198	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00199	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00200	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs
PG00201	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00202	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	MAR	MAR	obs	MNAR	MNAR	MNAR
PG00203	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	MAR
PG00204	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00206	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00207	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00208	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00209	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs
PG00210	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00211	obs	obs	obs	MNAR	MNAR	MNAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs
PG00212	MAR	obs	MAR	MAR	obs	MAR	MAR	obs	MAR	MAR	obs	obs	MAR	obs	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	obs
PG00213	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs
PG00214	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs
PG00215	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs
PG00216	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	MAR
PG00217	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00218	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR
PG00219	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00220	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR
PG00221	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR
PG00222	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00223	MAR	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00225	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00226	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs
PG00226b	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR
PG00227	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00229	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00230	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00231	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00232	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00234	MAR	obs	obs	obs	MAR	MAR	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	MNAR	MNAR	MNAR	MAR	obs	obs
PG00235	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	MNAR	MNAR	MNAR
PG00236	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00237	obs	obs	obs	MNAR	MNAR	MNAR	obs	MAR	MAR	obs	MAR	MAR	MAR	MAR	obs	MAR	obs	obs	MAR	obs	MAR	obs	MAR	MAR
PG00238	obs	MAR	MAR	MNAR	MNAR	MNAR	MAR	obs	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	MAR	obs	MAR	obs	MAR	MAR	MAR	obs
PG00239	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00240	MNAR	MNAR	MNAR	obs	MAR	MAR	obs	MAR	MAR	MAR	obs	MAR	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	MNAR	MNAR	MNAR
PG00241	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00242	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs
PG00246	MAR	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR	MAR	obs	MAR	obs	MAR	obs	obs
PG00247	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00248	MAR	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs
PG00249	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00251	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR
PG00252	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs
PG00254	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs
PG00255	MAR	MAR	obs	MAR	obs	obs	obs	MAR	MAR	obs	obs	obs	MAR	MAR	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	MAR
PG00256	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs
PG00257	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00258	obs	obs	MAR	obs	obs	obs	MAR	MAR	obs	MAR	obs	obs	MAR	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	MAR	obs
PG00259	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs
PG00261	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs
PG00261b	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00262	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs
PG00263	MAR	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs
PG00264	MAR	MAR	obs	obs	obs	obs	MAR	obs	MAR	MAR	obs	obs	MNAR	MNAR	MNAR	MAR	obs	MAR	MNAR	MNAR	MNAR	obs	obs	obs
PG00265	obs	obs	MAR	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs
PG00267	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs
PG00268	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00269	MNAR	MNAR	MNAR	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00270	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	MAR	MAR	obs
PG00271	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	MAR	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR
PG00272	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs
PG00273	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs
PG00274	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	MAR
PG00275	MAR	MAR	obs	obs	MAR	obs	MNAR	MNAR	MNAR	MAR	obs	obs	MAR	obs	MAR	MAR	MAR	obs	MAR	obs	MAR	obs	MAR	MAR
PG00276	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00277	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00279	obs	obs	MAR	obs	obs	MAR	obs	obs	MAR	MAR	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00281	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00282	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00284	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00285	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	MAR	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	MAR	obs	obs	MAR	obs
PG00286	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	MAR	obs	obs	MAR
PG00287	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00288	MAR	obs	MAR	MAR	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	MAR	MAR	obs	obs	obs	MAR	obs
PG00290	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00291	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00292	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00293	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs
PG00294	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs
PG00295	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00296	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR	MNAR	MNAR	MNAR	obs	obs	obs	obs	obs	MAR	MAR	obs	MAR
PG00298	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00299	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00301	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00302	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00303	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00304	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR	MAR	MAR	obs	MAR	obs	obs	obs
PG00305	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00306	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	MAR	obs	obs	MAR	obs	MAR	obs	MAR	obs	MAR	obs	MAR	obs	obs	MAR
PG00307	obs	obs	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	MAR	obs	obs	MAR	MAR	obs	obs	obs	MAR	obs	obs	obs	MAR	obs
PG00308	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs
PG00309	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00310	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	obs	MAR	obs	MAR	obs	MAR	obs
PG00311	obs	MAR	obs	obs	MAR	MAR	obs	MAR	obs	MNAR	MNAR	MNAR	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	obs	MAR	MAR
PG00313	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs
PG00314	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR
PG00315	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00316	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	MAR	obs	MAR	MAR	obs
PG00317	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00318	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	MAR	obs	MAR	obs	obs	obs	MAR	MAR	obs	obs	obs	MAR	MAR
PG00319	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs
PG00320	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	MAR	MAR	obs	MAR	MAR	obs
PG00321	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs
PG00323	MNAR	MNAR	MNAR	obs	MAR	MAR	MAR	obs	MAR	obs	obs	MAR	MAR	MAR	obs	MNAR	MNAR	MNAR	MAR	obs	MAR	MAR	obs	obs
PG00324	obs	obs	obs	MNAR	MNAR	MNAR	obs	obs	MAR	MNAR	MNAR	MNAR	obs	obs	obs	obs	MAR	obs	MAR	obs	MAR	obs	obs	obs
PG00326	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs
PG00327	MNAR	MNAR	MNAR	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	MAR	obs
PG00328	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00330	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs
PG00331	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00331b	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00332	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00334	obs	MAR	MAR	MAR	obs	MAR	MAR	MAR	obs	MAR	MAR	obs	MAR	MAR	obs	obs	obs	MAR	MAR	obs	MAR	MNAR	MNAR	MNAR
PG00337	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	MAR	obs
PG00338	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs
PG00339	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00340	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs
PG00342	obs	MAR	MAR	obs	MAR	obs	MAR	obs	MAR	obs	obs	MAR	obs	obs	obs	MNAR	MNAR	MNAR	MAR	obs	MAR	obs	MAR	obs
PG00343	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs
PG00344	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00345	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs
PG00346	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00347	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00349	MNAR	MNAR	MNAR	obs	MAR	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	obs
PG00350	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00351	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	MAR	MAR	MAR	obs	MAR	obs	obs	obs
PG00352	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00352b	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00353	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	obs
PG00354	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	MAR	MAR
PG00355	MAR	obs	obs	MAR	obs	MAR	MAR	obs	obs	obs	MAR	MAR	obs	MAR	obs	obs	MAR	obs	MAR	obs	MAR	obs	MAR	MAR
PG00356	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs
PG00357	MAR	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00358	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00361	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00362	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00364	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00366	MAR	obs	MAR	MNAR	MNAR	MNAR	MAR	MAR	obs	MNAR	MNAR	MNAR	obs	MAR	MAR	MAR	obs	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR
PG00367	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	obs	obs
